SKU;ID fila;ID Orden;Fecha Orden;Prioridad;Cantidad;Ventas;Descuento;Tipo de Envío;Nombre del Cliente;Provincia;Segmento del Cliente;Fecha de envío
686;2305;16612;13/2/2009;Alto;6;48,93;0;Aereo Regular;Sally Matthias;Nova Scotia;Oficina en Hogar;15/2/2009
435;2352;16967;19/8/2011;Bajo;5;397,55;0,08;Aereo Regular;Brad Norvell;Nova Scotia;Corporativo;21/8/2011
94;2353;16967;19/8/2011;Bajo;34;676,26;0,06;Aereo Regular;Brad Norvell;Nova Scotia;Corporativo;19/8/2011
451;2540;18432;12/3/2011;Alto;42;451,32;0,04;Aereo Regular;Art Ferguson;Nova Scotia;Corporativo;12/3/2011
801;2541;18432;12/3/2011;Alto;15;217,66;0,1;Aereo Express;Art Ferguson;Nova Scotia;Corporativo;12/3/2011
372;2542;18432;12/3/2011;Alto;5;1374,67;0,08;Terrestre;Art Ferguson;Nova Scotia;Corporativo;14/3/2011
802;2543;18432;12/3/2011;Alto;12;76,42;0,02;Aereo Express;Art Ferguson;Nova Scotia;Corporativo;14/3/2011
417;2544;18464;28/3/2012;Alto;27;4891,86;0,02;Terrestre;Brian Derr;Nova Scotia;PYME;30/3/2012
209;2545;18464;28/3/2012;Alto;37;6039,1;0,01;Terrestre;Brian Derr;Nova Scotia;PYME;28/3/2012
803;2546;18464;28/3/2012;Alto;31;206,49;0,05;Aereo Regular;Brian Derr;Nova Scotia;PYME;30/3/2012
79;2547;18464;28/3/2012;Alto;41;80,54;0,01;Aereo Regular;Brian Derr;Nova Scotia;PYME;30/3/2012
230;2594;18754;25/9/2009;No Especificado;8;1217,62;0,03;Terrestre;Roland Black;Nova Scotia;PYME;27/9/2009
406;2595;18754;25/9/2009;No Especificado;32;1725,0325;0,08;Aereo Regular;Roland Black;Nova Scotia;PYME;26/9/2009
85;2753;19905;12/8/2012;Critical;20;82,97;0,04;Aereo Regular;Matt Abelman;Nova Scotia;Oficina en Hogar;14/8/2012
484;2754;19905;12/8/2012;Critical;25;13701,35;0,01;Terrestre;Matt Abelman;Nova Scotia;Oficina en Hogar;14/8/2012
805;2805;20256;31/1/2012;Bajo;24;512,83;0,01;Aereo Regular;Roland Black;Nova Scotia;PYME;5/2/2012
232;2823;20386;27/2/2010;Critical;35;41,23;0,09;Aereo Regular;Mike Kennedy;Nova Scotia;Corporativo;27/2/2010
454;2839;20455;28/6/2010;Critical;7;381,1995;0,08;Aereo Express;Dana Kaydos;Nova Scotia;Corporativo;29/6/2010
85;2860;20642;19/5/2012;Alto;32;135,2;0,02;Aereo Regular;Darren Koutras;Nova Scotia;Consumidor;20/5/2012
727;2952;21379;14/1/2011;Alto;35;5428,49;0,05;Terrestre;Charles Sheldon;Nova Scotia;Corporativo;16/1/2011
37;3027;21766;1/6/2009;Alto;41;5178,17;0,03;Terrestre;Steve Carroll;Nova Scotia;Consumidor;3/6/2009
806;3028;21766;1/6/2009;Alto;32;535,24;0,01;Aereo Regular;Steve Carroll;Nova Scotia;Consumidor;3/6/2009
234;3074;22053;21/8/2010;Critical;32;563,08;0,1;Aereo Regular;Sean Wendt;Nova Scotia;Corporativo;23/8/2010
168;3111;22368;19/2/2010;Medio;5;192,12;0,04;Aereo Regular;Sarah Jordon;Nova Scotia;Consumidor;20/2/2010
742;3112;22368;19/2/2010;Medio;33;3917,61;0,08;Terrestre;Sarah Jordon;Nova Scotia;Consumidor;21/2/2010
807;3113;22368;19/2/2010;Medio;34;2788,04;0,01;Aereo Regular;Sarah Jordon;Nova Scotia;Consumidor;20/2/2010
421;3190;22885;23/11/2009;Medio;4;56,47;0,05;Aereo Regular;Neil Ducich;Nova Scotia;Oficina en Hogar;25/11/2009
138;3200;22947;18/12/2009;Bajo;19;216,25;0,09;Aereo Regular;Sarah Jordon;Nova Scotia;Consumidor;25/12/2009
673;3334;23844;6/7/2009;No Especificado;40;1861,36;0;Aereo Regular;Michael Granlund;Nova Scotia;Oficina en Hogar;8/7/2009
5;3335;23844;6/7/2009;No Especificado;42;937,62;0,03;Aereo Regular;Michael Granlund;Nova Scotia;Oficina en Hogar;8/7/2009
609;3336;23844;6/7/2009;No Especificado;11;33,02;0,08;Aereo Regular;Michael Granlund;Nova Scotia;Oficina en Hogar;7/7/2009
563;3361;24039;17/7/2012;No Especificado;5;199,16;0,1;Aereo Regular;Sean Wendt;Nova Scotia;Corporativo;19/7/2012
119;3554;25347;12/6/2009;Bajo;28;967,27;0,07;Aereo Regular;Theone Pippenger;Nova Scotia;Corporativo;19/6/2009
172;3613;25825;19/7/2012;No Especificado;45;483,74;0,02;Aereo Regular;Michael Granlund;Nova Scotia;Corporativo;22/7/2012
341;3614;25825;19/7/2012;No Especificado;27;159,65;0,06;Aereo Regular;Michael Granlund;Nova Scotia;Corporativo;19/7/2012
560;3672;26304;19/3/2011;Medio;43;7452,137;0,02;Aereo Regular;Art Ferguson;Nova Scotia;Corporativo;20/3/2011
540;3740;26726;27/12/2012;Alto;37;173,11;0,02;Aereo Regular;Roland Black;Nova Scotia;PYME;27/12/2012
502;3741;26726;27/12/2012;Alto;11;86,68;0,08;Aereo Regular;Roland Black;Nova Scotia;PYME;29/12/2012
501;3742;26726;27/12/2012;Alto;41;833,51;0,05;Aereo Regular;Roland Black;Nova Scotia;PYME;28/12/2012
808;3825;27266;8/9/2011;Critical;9;1031,06;0,03;Aereo Regular;Art Ferguson;Nova Scotia;Corporativo;11/9/2011
324;3842;27396;8/12/2010;Critical;14;138,31;0,07;Aereo Regular;Sean Wendt;British Columbia;Corporativo;10/12/2010
265;3988;28480;15/3/2009;Medio;17;30,62;0,01;Aereo Regular;Mike Kennedy;British Columbia;Corporativo;16/3/2009
319;4090;29158;20/10/2011;Alto;12;2266,7;0,07;Terrestre;Matt Abelman;British Columbia;Oficina en Hogar;21/10/2011
738;4144;29409;13/1/2011;Alto;23;38,99;0,09;Aereo Regular;Sally Matthias;British Columbia;Oficina en Hogar;15/1/2011
798;4213;29956;14/8/2009;Critical;48;80,33;0,09;Aereo Regular;Steve Carroll;British Columbia;Consumidor;15/8/2009
584;4259;30341;31/1/2009;Bajo;42;6244,18;0,09;Terrestre;Matt Abelman;British Columbia;Oficina en Hogar;31/1/2009
339;4260;30341;31/1/2009;Bajo;41;239,75;0,09;Aereo Regular;Matt Abelman;British Columbia;Oficina en Hogar;31/1/2009
663;4261;30341;31/1/2009;Bajo;30;150,2;0;Aereo Regular;Matt Abelman;British Columbia;Oficina en Hogar;7/2/2009
464;4278;30467;15/8/2009;Critical;5;2019,65;0,05;Aereo Regular;John Castell;British Columbia;Consumidor;16/8/2009
650;4321;30785;3/7/2009;Alto;7;55,81;0,03;Aereo Regular;Neil Ducich;British Columbia;Oficina en Hogar;5/7/2009
809;4322;30785;3/7/2009;Alto;38;373,07;0,07;Aereo Regular;Neil Ducich;British Columbia;Oficina en Hogar;6/7/2009
397;4374;31171;8/4/2009;No Especificado;37;161,02;0,08;Aereo Regular;Parhena Norris;British Columbia;Oficina en Hogar;9/4/2009
810;4394;31297;18/8/2012;Bajo;39;679,95;0,08;Aereo Regular;Mike Kennedy;British Columbia;Corporativo;25/8/2012
374;4395;31297;18/8/2012;Bajo;44;1579,56;0,01;Aereo Regular;Mike Kennedy;British Columbia;Corporativo;27/8/2012
327;4425;31553;10/1/2009;Critical;32;4906,85;0,09;Aereo Regular;Sean Wendt;British Columbia;Corporativo;12/1/2009
811;4595;32706;4/7/2009;Critical;5;2017,5;0,03;Terrestre;Matt Abelman;British Columbia;Oficina en Hogar;6/7/2009
756;4650;33122;19/6/2010;Bajo;21;8468,63;0;Terrestre;Roland Black;British Columbia;PYME;26/6/2010
242;4713;33570;16/12/2012;No Especificado;46;265,88;0,05;Aereo Regular;Ken Heidel;British Columbia;Corporativo;18/12/2012
202;4714;33570;16/12/2012;No Especificado;1;1500,82;0,01;Terrestre;Ken Heidel;British Columbia;Corporativo;18/12/2012
213;4715;33570;16/12/2012;No Especificado;19;3093,864;0,07;Aereo Regular;Ken Heidel;British Columbia;Corporativo;16/12/2012
640;4770;33893;20/9/2012;No Especificado;6;232,21;0;Aereo Regular;Sarah Jordon;British Columbia;Consumidor;22/9/2012
341;4771;33893;20/9/2012;No Especificado;16;88,3;0,09;Aereo Regular;Sarah Jordon;British Columbia;Consumidor;21/9/2012
812;4862;34599;3/3/2010;Bajo;26;191,55;0,08;Aereo Regular;John Castell;British Columbia;PYME;7/3/2010
388;4863;34599;3/3/2010;Bajo;29;938,86;0,05;Aereo Regular;John Castell;British Columbia;PYME;7/3/2010
813;4879;34721;1/11/2010;No Especificado;46;503,17;0,01;Aereo Regular;Bart Watters;British Columbia;Corporativo;2/11/2010
814;4889;34787;28/2/2010;Bajo;14;453,99;0,05;Aereo Regular;Sean Wendt;British Columbia;Corporativo;2/3/2010
381;4891;34791;7/5/2011;Medio;37;284,58;0,03;Aereo Regular;Mary O'Rourke;British Columbia;Oficina en Hogar;9/5/2011
815;4892;34791;7/5/2011;Medio;9;1010,26;0,01;Aereo Regular;Mary O'Rourke;British Columbia;Oficina en Hogar;7/5/2011
139;4895;34822;10/7/2012;No Especificado;23;990,5;0,04;Aereo Regular;Nathan Cano;British Columbia;Consumidor;11/7/2012
816;4900;34853;29/9/2011;Critical;49;651,9;0,16;Aereo Regular;Matt Abelman;British Columbia;PYME;2/10/2011
220;4991;35522;25/10/2010;Bajo;27;2575,01;0,09;Aereo Regular;Michael Granlund;British Columbia;Oficina en Hogar;1/11/2010
817;5062;36099;17/9/2010;Bajo;32;85,49;0,08;Aereo Regular;Neil Ducich;British Columbia;Oficina en Hogar;22/9/2010
818;5063;36099;17/9/2010;Bajo;15;926,3;0,09;Aereo Regular;Neil Ducich;British Columbia;Oficina en Hogar;22/9/2010
38;5106;36359;23/11/2011;Alto;2;68,66;0,06;Aereo Regular;Ken Heidel;British Columbia;Corporativo;24/11/2011
680;5193;36901;13/9/2012;Critical;30;201,09;0,08;Aereo Regular;Dana Kaydos;British Columbia;Corporativo;14/9/2012
343;5256;37412;3/8/2012;Alto;17;191,67;0,03;Aereo Regular;Steve Carroll;British Columbia;Consumidor;5/8/2012
220;5437;38625;17/11/2010;No Especificado;28;2752;0,06;Aereo Express;Chad Sievert;British Columbia;Corporativo;19/11/2010
481;5438;38625;17/11/2010;No Especificado;12;72,82;0,02;Aereo Regular;Chad Sievert;British Columbia;Corporativo;19/11/2010
346;5443;38656;10/8/2012;Bajo;13;64,46;0,01;Aereo Regular;John Castell;British Columbia;Consumidor;10/8/2012
339;5458;38784;3/2/2011;Medio;50;298,12;0,09;Aereo Regular;Mark Cousins;British Columbia;Oficina en Hogar;5/2/2011
304;5471;38882;14/12/2009;Critical;37;4411,5;0,1;Terrestre;Hunter Lopez;British Columbia;Consumidor;15/12/2009
819;5579;39527;17/4/2011;Bajo;29;213,35;0,01;Aereo Regular;Nathan Mautz;British Columbia;Corporativo;26/4/2011
763;5627;39845;6/9/2009;Critical;44;447,42;0,05;Aereo Regular;Shaun Weien;British Columbia;Oficina en Hogar;7/9/2009
306;5637;39877;16/8/2012;Critical;41;90,88;0,04;Aereo Regular;Nathan Mautz;British Columbia;Oficina en Hogar;18/8/2012
820;5695;40259;12/10/2010;Medio;4;29,05;0,08;Aereo Express;Theone Pippenger;British Columbia;Corporativo;13/10/2010
821;5814;41217;13/7/2011;Alto;23;1314,64;0,03;Aereo Express;Nathan Cano;British Columbia;Consumidor;15/7/2011
236;5876;41671;3/12/2012;Critical;49;638,91;0,02;Aereo Regular;Bart Watters;British Columbia;Corporativo;5/12/2012
402;5915;41927;13/7/2012;No Especificado;46;2332,23;0,02;Aereo Express;Matt Abelman;British Columbia;Oficina en Hogar;16/7/2012
128;5919;41988;4/2/2009;Bajo;33;4610,35;0,08;Terrestre;Matt Abelman;British Columbia;Oficina en Hogar;4/2/2009
207;5920;41988;4/2/2009;Bajo;18;610,07;0,07;Terrestre;Matt Abelman;British Columbia;Oficina en Hogar;8/2/2009
822;5921;41988;4/2/2009;Bajo;14;181,49;0,1;Aereo Regular;Matt Abelman;British Columbia;Oficina en Hogar;8/2/2009
440;6026;42692;20/12/2011;Medio;41;248,86;0,08;Aereo Regular;Scott Williamson;British Columbia;PYME;22/12/2011
650;6027;42692;20/12/2011;Medio;42;278,01;0,03;Aereo Regular;Scott Williamson;British Columbia;PYME;21/12/2011
586;6216;44007;30/5/2011;Medio;50;281,81;0,07;Aereo Regular;Nathan Cano;British Columbia;Consumidor;30/5/2011
823;6279;44450;9/10/2010;Critical;14;243,23;0,07;Aereo Regular;Sean Wendt;British Columbia;Corporativo;10/10/2010
824;6280;44450;9/10/2010;Critical;24;1326,51;0,03;Aereo Regular;Sean Wendt;British Columbia;Corporativo;9/10/2010
85;6302;44610;10/3/2011;Alto;31;127,9;0,07;Aereo Regular;Hunter Lopez;British Columbia;Consumidor;10/3/2011
499;6350;44999;22/1/2010;Medio;17;110,74;0,09;Aereo Regular;Mike Kennedy;British Columbia;PYME;23/1/2010
616;6351;45025;11/4/2011;Alto;26;73,82;0,08;Aereo Regular;Mike Kennedy;Manitoba;Corporativo;14/4/2011
796;6374;45248;16/4/2011;Medio;38;154,85;0,05;Aereo Regular;Mark Cousins;Manitoba;Corporativo;18/4/2011
524;6375;45248;16/4/2011;Medio;32;4941,7725;0,1;Aereo Regular;Mark Cousins;Manitoba;Corporativo;18/4/2011
160;6376;45249;27/11/2010;Bajo;24;1155,5835;0,04;Aereo Regular;Roland Black;Manitoba;PYME;2/12/2010
340;6411;45570;9/8/2010;Critical;19;77,57;0;Aereo Regular;Bart Watters;Manitoba;Corporativo;10/8/2010
303;6434;45731;10/8/2009;Critical;44;12689,87;0,04;Terrestre;Matt Abelman;Manitoba;Consumidor;11/8/2009
121;6517;46375;26/8/2010;Medio;24;905,32;0,02;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;28/8/2010
825;6518;46375;26/8/2010;Medio;16;1702,499;0,08;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;27/8/2010
201;6588;46885;7/6/2011;Bajo;27;632,55;0,05;Aereo Regular;Mike Kennedy;Manitoba;Corporativo;11/6/2011
826;6589;46885;7/6/2011;Bajo;48;90,96;0,02;Aereo Regular;Mike Kennedy;Manitoba;Corporativo;11/6/2011
311;6590;46885;7/6/2011;Bajo;32;1997,13;0,05;Aereo Regular;Mike Kennedy;Manitoba;Corporativo;12/6/2011
582;6596;46948;20/5/2010;Bajo;10;64,13;0,1;Aereo Regular;Mike Kennedy;Manitoba;Corporativo;24/5/2010
474;6644;47267;29/12/2010;Medio;24;492,71;0,02;Aereo Regular;Theone Pippenger;Manitoba;Corporativo;30/12/2010
827;6645;47267;29/12/2010;Medio;14;1042,06;0,04;Terrestre;Theone Pippenger;Manitoba;Corporativo;30/12/2010
178;6656;47333;7/9/2011;Critical;16;760,2485;0,04;Aereo Regular;Sally Matthias;Manitoba;Oficina en Hogar;7/9/2011
304;6762;48167;6/9/2009;Critical;43;5041,46;0,06;Terrestre;Dana Kaydos;Manitoba;Corporativo;9/9/2009
118;6763;48167;6/9/2009;Critical;45;282,98;0,06;Aereo Regular;Dana Kaydos;Manitoba;Corporativo;7/9/2009
197;6764;48167;6/9/2009;Critical;27;8817,71;0,09;Terrestre;Dana Kaydos;Manitoba;Corporativo;7/9/2009
465;6774;48230;25/2/2009;No Especificado;39;1140,26;0,04;Aereo Express;Dana Kaydos;Manitoba;Corporativo;27/2/2009
807;6775;48230;25/2/2009;No Especificado;31;2645,8;0;Aereo Regular;Dana Kaydos;Manitoba;Corporativo;27/2/2009
224;6806;48480;2/1/2010;Critical;32;11103,75;0,1;Terrestre;Sean Wendt;Manitoba;Corporativo;5/1/2010
524;6825;48614;31/5/2012;Critical;46;7965,9025;0,01;Aereo Regular;Nathan Mautz;Manitoba;Corporativo;31/5/2012
622;6844;48772;12/5/2009;Medio;44;3202,25;0,09;Aereo Regular;Aaron Smayling;Manitoba;PYME;14/5/2009
60;6845;48772;12/5/2009;Medio;11;81,25;0,01;Aereo Regular;Aaron Smayling;Manitoba;PYME;13/5/2009
828;6846;48772;12/5/2009;Medio;18;57,17;0,08;Aereo Regular;Aaron Smayling;Manitoba;PYME;13/5/2009
829;6847;48772;12/5/2009;Medio;12;41,97;0,05;Aereo Regular;Aaron Smayling;Manitoba;PYME;13/5/2009
830;6848;48772;12/5/2009;Medio;10;35,64;0,05;Aereo Regular;Aaron Smayling;Manitoba;PYME;13/5/2009
483;6852;48800;22/10/2010;No Especificado;8;28761,52;0,04;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;23/10/2010
125;6867;48931;17/6/2009;Bajo;33;750,66;0;Aereo Regular;Charles Sheldon;Manitoba;Corporativo;24/6/2009
634;6868;48931;17/6/2009;Bajo;8;254,32;0,01;Aereo Regular;Charles Sheldon;Manitoba;Corporativo;19/6/2009
179;6869;48931;17/6/2009;Bajo;42;2149,37;0,03;Aereo Regular;Charles Sheldon;Manitoba;Corporativo;22/6/2009
584;6892;49126;10/7/2011;Bajo;33;5661,08;0;Terrestre;Mark Cousins;Manitoba;Corporativo;17/7/2011
47;6908;49283;11/12/2009;Alto;25;334,71;0,01;Aereo Regular;Shaun Weien;Manitoba;Oficina en Hogar;12/12/2009
495;6927;49441;27/9/2009;Medio;49;1981,26;0,07;Aereo Express;Mary O'Rourke;Manitoba;Oficina en Hogar;28/9/2009
661;6944;49601;26/1/2011;Bajo;15;1756,46;0,01;Terrestre;Mark Cousins;Manitoba;Oficina en Hogar;2/2/2011
477;6960;49763;13/2/2011;Critical;8;49,04;0,02;Aereo Regular;Brad Norvell;Manitoba;Corporativo;14/2/2011
456;6961;49763;13/2/2011;Critical;6;2320,35;0;Terrestre;Brad Norvell;Manitoba;Corporativo;13/2/2011
541;6988;49927;20/7/2012;No Especificado;26;139,54;0,01;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;20/7/2012
381;6989;49927;20/7/2012;No Especificado;28;199,52;0,08;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;22/7/2012
306;6990;49927;20/7/2012;No Especificado;39;85,66;0,04;Aereo Regular;Parhena Norris;Manitoba;Oficina en Hogar;21/7/2012
615;7009;50048;18/1/2010;Alto;14;35,48;0,09;Aereo Regular;Chad Sievert;Manitoba;Corporativo;20/1/2010
279;7010;50048;18/1/2010;Alto;1;15;0,05;Aereo Regular;Chad Sievert;Manitoba;Corporativo;20/1/2010
832;7075;50499;12/10/2011;No Especificado;18;1758,41;0,06;Terrestre;Brian Derr;Manitoba;PYME;13/10/2011
239;7152;51041;29/7/2010;Alto;47;2766,818;0,03;Aereo Regular;Neil Ducich;Manitoba;Oficina en Hogar;30/7/2010
833;7194;51328;26/10/2010;Bajo;38;689,67;0,07;Aereo Regular;Sarah Jordon;Manitoba;Consumidor;31/10/2010
198;7195;51333;4/10/2012;No Especificado;30;2219,79;0,1;Terrestre;Theone Pippenger;Manitoba;Corporativo;6/10/2012
724;7196;51333;4/10/2012;No Especificado;25;237,36;0,07;Aereo Regular;Theone Pippenger;Manitoba;Corporativo;6/10/2012
345;7201;51365;7/8/2012;Alto;35;195,23;0,08;Aereo Regular;Theone Pippenger;Manitoba;Corporativo;9/8/2012
310;7202;51365;7/8/2012;Alto;35;4051,8;0,1;Terrestre;Theone Pippenger;Manitoba;Corporativo;8/8/2012
320;7253;51777;19/2/2011;Medio;4;3465,97;0,08;Aereo Regular;Mike Kennedy;Manitoba;PYME;20/2/2011
834;7254;51777;19/2/2011;Medio;13;1307,88;0,06;Aereo Regular;Mike Kennedy;Manitoba;PYME;21/2/2011
40;7263;51814;24/9/2010;Critical;13;104,51;0,04;Aereo Regular;Michael Granlund;Manitoba;Oficina en Hogar;26/9/2010
835;7290;51975;18/12/2009;Bajo;12;1064,7865;0,1;Aereo Regular;Michael Granlund;Manitoba;Oficina en Hogar;22/12/2009
138;7328;52225;12/4/2012;Critical;10;131,09;0,01;Aereo Regular;Dana Kaydos;Manitoba;Corporativo;13/4/2012
231;7329;52225;12/4/2012;Critical;33;1817,9;0,06;Aereo Regular;Dana Kaydos;Manitoba;Corporativo;13/4/2012
836;7366;52487;1/6/2009;Critical;17;124,06;0,09;Aereo Regular;Nathan Mautz;Manitoba;Corporativo;2/6/2009
837;7410;52868;16/2/2011;Bajo;19;138,05;0,09;Aereo Regular;Ken Heidel;Manitoba;Corporativo;18/2/2011
806;7459;53221;26/2/2012;No Especificado;29;433,44;0,1;Aereo Regular;Art Ferguson;Manitoba;Corporativo;27/2/2012
463;7509;53600;10/7/2012;Medio;8;55,59;0,03;Aereo Express;Roland Black;Manitoba;PYME;11/7/2012
287;7515;53667;17/5/2012;Medio;33;112,36;0,08;Aereo Regular;Steve Carroll;Manitoba;Consumidor;19/5/2012
838;7516;53667;17/5/2012;Medio;16;481,049;0,09;Aereo Regular;Steve Carroll;Manitoba;Consumidor;19/5/2012
101;7535;53891;22/1/2009;Alto;36;562,8;0,02;Aereo Regular;Nathan Mautz;Manitoba;Oficina en Hogar;22/1/2009
157;7545;53955;4/3/2011;Critical;43;5544,99;0,04;Terrestre;Matt Abelman;Manitoba;Oficina en Hogar;6/3/2011
195;7569;54150;22/6/2011;Critical;12;2011,6355;0,01;Aereo Express;Bart Watters;Manitoba;Corporativo;22/6/2011
73;7742;55429;29/6/2009;Alto;43;260,59;0,09;Aereo Regular;Nathan Cano;Manitoba;Consumidor;1/7/2009
839;7751;55462;27/3/2012;Medio;13;75,27;0,06;Aereo Regular;Shaun Weien;Manitoba;Oficina en Hogar;29/3/2012
840;7752;55462;27/3/2012;Medio;31;1184,53;0,05;Aereo Regular;Shaun Weien;Manitoba;Oficina en Hogar;28/3/2012
719;7753;55462;27/3/2012;Medio;35;3683,73;0,09;Aereo Regular;Shaun Weien;Manitoba;Oficina en Hogar;28/3/2012
430;7793;55749;3/5/2012;Critical;42;364,8;0,01;Aereo Regular;Brad Norvell;Manitoba;Corporativo;4/5/2012
841;7809;55873;19/11/2011;Bajo;48;15602,93;0;Terrestre;Bart Watters;Manitoba;Corporativo;26/11/2011
230;7852;56135;13/11/2010;Medio;8;1118,82;0,04;Terrestre;Theone Pippenger;Manitoba;Corporativo;15/11/2010
826;7853;56135;13/11/2010;Medio;48;79,75;0,1;Aereo Regular;Theone Pippenger;Manitoba;Corporativo;14/11/2010
842;7934;56708;2/12/2012;No Especificado;36;10006,28;0,1;Terrestre;Art Ferguson;Manitoba;Corporativo;2/12/2012
189;7935;56708;2/12/2012;No Especificado;36;407,17;0,04;Aereo Regular;Art Ferguson;Manitoba;Corporativo;5/12/2012
534;8120;57986;29/10/2010;Alto;14;199,93;0,1;Aereo Regular;Dennis Bolton;Manitoba;PYME;29/10/2010
843;8155;58310;23/2/2009;Critical;22;834,81;0,03;Aereo Regular;Mary O'Rourke;Manitoba;Oficina en Hogar;24/2/2009
430;8215;58725;20/5/2010;No Especificado;39;335,35;0,05;Aereo Regular;Joel Jenkins;Manitoba;Corporativo;21/5/2010
126;142;902;26/7/2009;No Especificado;10;1925,83;0,09;Aereo Regular;Meg O'Connel;Manitoba;Corporativo;29/7/2009
533;309;2147;5/9/2012;No Especificado;15;605,1;0,04;Aereo Express;Hallie Redmond;Manitoba;Oficina en Hogar;7/9/2012
844;338;2306;25/7/2011;Alto;15;113,5;0,05;Aereo Regular;Liz Thompson;Manitoba;Corporativo;27/7/2011
155;422;2823;8/9/2011;Alto;17;357,43;0,08;Aereo Regular;Robert Waldorf;Manitoba;Oficina en Hogar;9/9/2011
277;423;2823;8/9/2011;Alto;21;4754,08;0;Terrestre;Robert Waldorf;Manitoba;Oficina en Hogar;9/9/2011
845;460;3110;16/12/2009;Alto;13;1601,32;0,04;Terrestre;Helen Andreada;Manitoba;Corporativo;18/12/2009
846;503;3463;17/8/2010;Critical;43;264,75;0,08;Aereo Regular;Julia Dunbar;Manitoba;Consumidor;18/8/2010
705;591;4034;13/11/2010;No Especificado;44;3367,24;0,07;Aereo Regular;Christine Sundaresam;Manitoba;PYME;14/11/2010
732;592;4034;13/11/2010;No Especificado;37;5723,24;0;Terrestre;Christine Sundaresam;Manitoba;PYME;14/11/2010
60;593;4037;23/3/2010;Alto;27;188,07;0;Aereo Regular;Bruce Stewart;Manitoba;Corporativo;24/3/2010
847;775;5538;24/12/2010;Critical;43;1281,28;0,05;Aereo Regular;Julia Dunbar;Manitoba;Consumidor;26/12/2010
848;776;5538;24/12/2010;Critical;13;1940,31;0,03;Terrestre;Julia Dunbar;Manitoba;Consumidor;25/12/2010
359;777;5538;24/12/2010;Critical;4;430,848;0,06;Aereo Regular;Julia Dunbar;Manitoba;Consumidor;27/12/2010
623;814;5863;21/11/2010;Medio;40;933,21;0,05;Aereo Regular;Guy Thornton;Manitoba;Corporativo;22/11/2010
526;997;7175;7/2/2010;Critical;10;748,25;0,05;Terrestre;Helen Andreada;Manitoba;Corporativo;9/2/2010
356;1008;7364;8/5/2009;Alto;15;260,39;0,09;Aereo Regular;Mary Zewe;Manitoba;Corporativo;10/5/2009
849;1068;7878;1/5/2011;Critical;50;3904,12;0,07;Terrestre;Meg O'Connel;Manitoba;Corporativo;6/5/2011
850;1069;7878;1/5/2011;Critical;41;343,64;0,06;Aereo Regular;Meg O'Connel;Manitoba;Corporativo;3/5/2011
626;1070;7878;1/5/2011;Bajo;42;256,64;0,03;Aereo Regular;Meg O'Connel;Manitoba;Corporativo;8/5/2011
844;1171;8551;29/7/2009;Critical;25;185,64;0,1;Aereo Regular;Meg O'Connel;Manitoba;Corporativo;1/8/2009
60;1172;8551;29/7/2009;Critical;34;225,98;0,01;Aereo Regular;Meg O'Connel;Manitoba;Corporativo;31/7/2009
781;1207;8834;8/11/2010;Alto;1;16,73;0,08;Aereo Regular;Ken Lonsdale;Manitoba;Consumidor;9/11/2010
122;1261;9155;30/8/2012;Critical;17;518,8;0,1;Aereo Regular;Ken Lonsdale;Manitoba;Consumidor;31/8/2012
851;1325;9668;6/9/2009;Bajo;10;42,67;0,06;Aereo Regular;Christine Sundaresam;Manitoba;PYME;8/9/2009
